cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;;02-0008-41;BELEM(PA) - NATAL(RN);LEITO COM AR;volta;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;02-0009-00;BELEM(PA) - RECIFE(PE);CONVEN. C/ SANITมRIO;ida;15:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;02-0009-00;BELEM(PA) - RECIFE(PE);CONVEN. C/ SANITมRIO;volta;08:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0009-31;BELEM(PA) - RECIFE(PE);SEMI-LEITO;ida;15:00;;;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0009-31;BELEM(PA) - RECIFE(PE);SEMI-LEITO;volta;08:00;;;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0009-41;BELEM(PA) - RECIFE(PE);LEITO COM AR;ida;15:00;;x;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0009-41;BELEM(PA) - RECIFE(PE);LEITO COM AR;volta;08:00;;x;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;02/12/2020;02-0051-00;MARABA(PA) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;ida;17:00;;x;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;02/12/2020;02-0051-00;MARABA(PA) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;volta;14:00;;x;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0051-31;MARABA(PA) - JOAO PESSOA(PB);SEMI-LEITO;ida;17:00;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0051-31;MARABA(PA) - JOAO PESSOA(PB);SEMI-LEITO;volta;14:00;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0051-41;MARABA(PA) - JOAO PESSOA(PB);LEITO COM AR;ida;17:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0051-41;MARABA(PA) - JOAO PESSOA(PB);LEITO COM AR;volta;14:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;02-0069-00;BELEM(PA) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;ida;10:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;02-0069-00;BELEM(PA) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;volta;08:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2023;02-0069-41;BELEM(PA) - JOAO PESSOA(PB);LEITO COM AR;ida;10:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2023;02-0069-41;BELEM(PA) - JOAO PESSOA(PB);LEITO COM AR;volta;08:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;08/06/2022;02-0072-00;MARABA(PA) - FORTALEZA(CE);CONVEN. C/ SANITมRIO;ida;08:00;x;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;08/06/2022;02-0072-00;MARABA(PA) - FORTALEZA(CE);CONVEN. C/ SANITมRIO;volta;08:00;x;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0072-31;MARABA(PA) - FORTALEZA(CE);SEMI-LEITO;ida;08:00;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0072-31;MARABA(PA) - FORTALEZA(CE);SEMI-LEITO;volta;08:00;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0072-41;MARABA(PA) - FORTALEZA(CE);LEITO COM AR;ida;08:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0072-41;MARABA(PA) - FORTALEZA(CE);LEITO COM AR;volta;08:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/07/2022;02-0073-60;MARABA(PA) - TERESINA(PI);EXECUTIVO;ida;12:30;;;;;;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/07/2022;02-0073-60;MARABA(PA) - TERESINA(PI);EXECUTIVO;volta;09:30;;;;;x;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/07/2022;02-0074-00;MARABA(PA) - RECIFE(PE);CONVEN. C/ SANITมRIO;ida;12:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/07/2022;02-0074-00;MARABA(PA) - RECIFE(PE);CONVEN. C/ SANITมRIO;volta;09:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0074-31;MARABA(PA) - RECIFE(PE);SEMI-LEITO;ida;12:30;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0074-31;MARABA(PA) - RECIFE(PE);SEMI-LEITO;volta;09:30;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0074-41;MARABA(PA) - RECIFE(PE);LEITO COM AR;ida;12:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/01/2023;02-0074-41;MARABA(PA) - RECIFE(PE);LEITO COM AR;volta;09:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;25/08/2023;02-0075-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;ida;13:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;25/08/2023;02-0075-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;ida;16:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;25/08/2023;02-0075-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;volta;07:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;25/08/2023;02-0075-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;volta;13:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/10/2022;02-0075-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;ida;13:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/10/2022;02-0075-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;ida;16:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/10/2022;02-0075-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;volta;07:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/10/2022;02-0075-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;volta;13:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;20/07/2022;02-0075-60;BELEM(PA) - FORTALEZA(CE);EXECUTIVO;ida;16:00;;;;;;;x;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;20/07/2022;02-0075-60;BELEM(PA) - FORTALEZA(CE);EXECUTIVO;volta;07:30;;x;;;;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;03/08/2022;02-0076-00;BELEM(PA) - MACEIO(AL);CONVEN. C/ SANITมRIO;ida;12:00;;;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;03/08/2022;02-0076-00;BELEM(PA) - MACEIO(AL);CONVEN. C/ SANITมRIO;volta;09:00;;;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/11/2022;02-0076-31;BELEM(PA) - MACEIO(AL);SEMI-LEITO;ida;12:00;x;x;;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/11/2022;02-0076-31;BELEM(PA) - MACEIO(AL);SEMI-LEITO;volta;09:00;x;x;;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/11/2022;02-0076-41;BELEM(PA) - MACEIO(AL);LEITO COM AR;ida;12:00;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/11/2022;02-0076-41;BELEM(PA) - MACEIO(AL);LEITO COM AR;volta;09:00;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;25/08/2023;02-0081-31;BELEM(PA) - TERESINA(PI);SEMI-LEITO;ida;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;25/08/2023;02-0081-31;BELEM(PA) - TERESINA(PI);SEMI-LEITO;volta;15:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;12/04/2023;02-0081-40;BELEM(PA) - TERESINA(PI);LEITO COM AR;ida;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;12/04/2023;02-0081-40;BELEM(PA) - TERESINA(PI);LEITO COM AR;volta;15:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;05/07/2023;02-0081-61;BELEM(PA) - TERESINA(PI);EXECUTIVO;ida;06:00;x;x;x;x;x;x;x;x;;;;;;x;;;;;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;05/07/2023;02-0081-61;BELEM(PA) - TERESINA(PI);EXECUTIVO;volta;17:00;x;x;x;x;x;x;x;x;;;;;;x;;;;;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0085-00;BELEM(PA) - NATAL(RN);CONVEN. C/ SANITมRIO;ida;13:00;;;;;;x;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0085-00;BELEM(PA) - NATAL(RN);CONVEN. C/ SANITมRIO;volta;07:30;;;;;;x;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0085-31;BELEM(PA) - NATAL(RN);SEMI-LEITO;ida;13:00;x;x;x;x;x;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0085-31;BELEM(PA) - NATAL(RN);SEMI-LEITO;volta;07:30;x;x;x;x;x;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0085-41;BELEM(PA) - NATAL(RN);LEITO COM AR;ida;13:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0085-41;BELEM(PA) - NATAL(RN);LEITO COM AR;volta;07:30;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-00;BELEM(PA) - FORTALEZA(CE);CONVEN. C/ SANITมRIO;ida;05:20;;;x;;;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-00;BELEM(PA) - FORTALEZA(CE);CONVEN. C/ SANITมRIO;volta;07:30;;;x;;;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;ida;05:20;x;x;;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;ida;16:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;volta;07:30;x;x;;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-31;BELEM(PA) - FORTALEZA(CE);SEMI-LEITO;volta;18:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;ida;05:20;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;ida;16:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;volta;07:30;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/10/2023;02-0086-41;BELEM(PA) - FORTALEZA(CE);LEITO COM AR;volta;18:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2023;03-0027-31;FORTALEZA(CE) - NATAL(RN);SEMI-LEITO;ida;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2023;03-0027-31;FORTALEZA(CE) - NATAL(RN);SEMI-LEITO;ida;20:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2023;03-0027-31;FORTALEZA(CE) - NATAL(RN);SEMI-LEITO;volta;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2023;03-0027-31;FORTALEZA(CE) - NATAL(RN);SEMI-LEITO;volta;20:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;ida;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;ida;20:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;ida;21:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;ida;21:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;volta;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;volta;20:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;volta;21:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0027-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;volta;22:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0027-60;FORTALEZA(CE) - NATAL(RN);EXECUTIVO;ida;22:00;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0027-60;FORTALEZA(CE) - NATAL(RN);EXECUTIVO;volta;21:30;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/09/2023;03-0028-41;FORTALEZA(CE) - MOSSORO(RN);LEITO COM AR;ida;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/09/2023;03-0028-41;FORTALEZA(CE) - MOSSORO(RN);LEITO COM AR;ida;12:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/09/2023;03-0028-41;FORTALEZA(CE) - MOSSORO(RN);LEITO COM AR;ida;16:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/09/2023;03-0028-41;FORTALEZA(CE) - MOSSORO(RN);LEITO COM AR;volta;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/09/2023;03-0028-41;FORTALEZA(CE) - MOSSORO(RN);LEITO COM AR;volta;13:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/09/2023;03-0028-41;FORTALEZA(CE) - MOSSORO(RN);LEITO COM AR;volta;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0028-60;FORTALEZA(CE) - MOSSORO(RN);EXECUTIVO;ida;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0028-60;FORTALEZA(CE) - MOSSORO(RN);EXECUTIVO;ida;12:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0028-60;FORTALEZA(CE) - MOSSORO(RN);EXECUTIVO;ida;16:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0028-60;FORTALEZA(CE) - MOSSORO(RN);EXECUTIVO;volta;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0028-60;FORTALEZA(CE) - MOSSORO(RN);EXECUTIVO;volta;13:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0028-60;FORTALEZA(CE) - MOSSORO(RN);EXECUTIVO;volta;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0029-00;FORTALEZA(CE) - PATOS(PB);CONVEN. C/ SANITมRIO;ida;20:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0029-00;FORTALEZA(CE) - PATOS(PB);CONVEN. C/ SANITมRIO;volta;19:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;12/06/2023;03-0029-41;FORTALEZA(CE) - PATOS(PB);LEITO COM AR;ida;20:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;12/06/2023;03-0029-41;FORTALEZA(CE) - PATOS(PB);LEITO COM AR;volta;19:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0030-00;FORTALEZA(CE) - PATOS(PB);CONVEN. C/ SANITมRIO;ida;20:30;;;x;;;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0030-00;FORTALEZA(CE) - PATOS(PB);CONVEN. C/ SANITมRIO;volta;19:30;;x;;;;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;09/11/2022;03-0030-41;FORTALEZA(CE) - PATOS(PB);LEITO COM AR;ida;20:30;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;09/11/2022;03-0030-41;FORTALEZA(CE) - PATOS(PB);LEITO COM AR;volta;19:30;;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/12/2021;03-0030-61;FORTALEZA(CE) - PATOS(PB);EXECUTIVO;ida;20:30;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/12/2021;03-0030-61;FORTALEZA(CE) - PATOS(PB);EXECUTIVO;volta;19:30;;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;;03-0031-31;FORTALEZA(CE) - RECIFE(PE);SEMI-LEITO;ida;18:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;;03-0031-31;FORTALEZA(CE) - RECIFE(PE);SEMI-LEITO;volta;19:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/03/2022;03-0031-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;ida;18:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/03/2022;03-0031-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;ida;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/03/2022;03-0031-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;ida;19:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/03/2022;03-0031-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;volta;18:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/03/2022;03-0031-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;volta;19:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/03/2022;03-0031-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;volta;20:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0031-60;FORTALEZA(CE) - RECIFE(PE);EXECUTIVO;ida;19:15;;;;;x;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0031-60;FORTALEZA(CE) - RECIFE(PE);EXECUTIVO;volta;18:45;;;;;;;x;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0032-00;FORTALEZA(CE) - RECIFE(PE);CONVEN. C/ SANITมRIO;ida;07:30;;x;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0032-00;FORTALEZA(CE) - RECIFE(PE);CONVEN. C/ SANITมRIO;volta;07:30;;x;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;24/04/2023;03-0032-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;ida;07:00;;;;;x;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;24/04/2023;03-0032-41;FORTALEZA(CE) - RECIFE(PE);LEITO COM AR;volta;07:30;;;;;;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;03/03/2018;03-0032-61;FORTALEZA(CE) - RECIFE(PE);EXECUTIVO;ida;07:30;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;03/03/2018;03-0032-61;FORTALEZA(CE) - RECIFE(PE);EXECUTIVO;volta;07:30;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
